user_id,edad,sexo,estado_civil,numero_hijos,empleo_formal,ingreso_mensual,linea_credito,credito_utilizado,frecuencia_ahorro,monto_promedio_ahorro,perfil_financiero
1538,64,M,Divorciado,4,0,11038,15000,13284,Media,1103.8,En riesgo
1539,32,M,Divorciado,0,1,45721,15000,10864,Alta,10058.62,En riesgo
1540,52,F,Casado,1,1,53197,80000,79827,Baja,1595.91,En riesgo
1541,54,F,Casado,0,0,41757,50000,29901,Media,4175.7,En observacion
1542,45,M,Divorciado,0,1,72138,80000,50233,Alta,15870.36,En riesgo
1543,46,M,Unión libre,4,0,37393,80000,14595,Media,3739.3,En observacion
1544,70,F,Casado,2,1,31937,80000,70979,Media,3193.7,En riesgo
1545,46,M,Casado,1,0,60954,30000,27027,Baja,1828.62,En riesgo
1546,25,M,Unión libre,1,1,68763,80000,3686,Media,6876.3,En observacion
1547,52,M,Unión libre,4,0,62272,15000,3377,Media,6227.2,En observacion
1548,31,F,Casado,0,1,29936,15000,3782,Baja,898.08,En observacion
1549,21,F,Soltero,4,0,24672,120000,24312,Media,2467.2,En observacion
1550,21,F,Unión libre,0,0,44619,30000,4024,Baja,1338.57,En observacion
1551,51,F,Unión libre,3,0,51622,30000,6277,Media,5162.2,En observacion
1552,57,F,Casado,4,1,28585,120000,2658,Media,2858.5,En observacion
1553,27,F,Unión libre,3,0,59822,50000,41985,Baja,1794.66,En riesgo
1554,44,F,Soltero,3,0,27359,80000,53575,Baja,820.77,En riesgo
1555,26,M,Unión libre,3,1,43810,15000,6643,Media,4381.0,En observacion
1556,29,M,Soltero,1,0,49379,50000,3929,Alta,10863.38,Saludable
1557,51,M,Divorciado,0,0,44396,120000,111842,Alta,9767.12,En riesgo
1558,54,M,Soltero,3,1,48844,15000,2294,Media,4884.4,En observacion
1559,41,F,Casado,0,1,68528,80000,50518,Baja,2055.84,En riesgo
1560,31,F,Unión libre,1,0,51303,30000,5677,Alta,11286.66,Saludable
1561,44,M,Unión libre,2,0,49879,80000,37127,Media,4987.9,En observacion
1562,56,F,Unión libre,2,0,69400,15000,7437,Baja,2082.0,En observacion
1563,44,M,Casado,0,1,15509,30000,5367,Media,1550.9,En observacion
1564,62,M,Unión libre,2,1,16866,120000,114216,Media,1686.6,En riesgo
1565,67,M,Casado,2,0,46489,50000,41494,Media,4648.9,En riesgo
1566,63,F,Casado,2,1,55147,50000,27212,Alta,12132.34,En observacion
1567,30,M,Casado,0,0,31792,120000,80516,Media,3179.2,En riesgo
1568,67,F,Soltero,1,1,70869,50000,7486,Media,7086.9,En observacion
1569,42,F,Unión libre,1,1,59249,30000,14572,Media,5924.9,En observacion
1570,32,F,Unión libre,3,0,26491,15000,4,Media,2649.1,En observacion
1571,50,F,Casado,0,1,44249,15000,13227,Media,4424.9,En riesgo
1572,54,F,Unión libre,3,0,79456,15000,7535,Alta,17480.32,En observacion
1573,18,F,Divorciado,2,0,9397,80000,69725,Media,939.7,En riesgo
1574,64,F,Casado,1,1,25110,120000,3932,Alta,5524.2,Saludable
1575,70,F,Soltero,4,0,73880,30000,4525,Media,7388.0,En observacion
1576,22,M,Unión libre,2,0,26185,50000,33960,Media,2618.5,En riesgo
1577,70,M,Casado,4,0,53688,80000,41136,Media,5368.8,En observacion
1578,50,F,Unión libre,0,0,64045,15000,11387,Alta,14089.9,En riesgo
1579,34,F,Casado,1,0,10352,50000,12732,Alta,2277.44,Saludable
1580,56,F,Divorciado,4,0,33699,80000,76785,Media,3369.9,En riesgo
1581,56,M,Divorciado,1,1,13581,30000,10639,Baja,407.43,En observacion
1582,29,F,Soltero,2,1,23774,120000,62598,Media,2377.4,En observacion
1583,29,M,Divorciado,4,0,77241,15000,1849,Baja,2317.23,En observacion
1584,25,M,Soltero,3,0,16465,120000,107342,Baja,493.95,En riesgo
1585,30,M,Soltero,4,1,76186,50000,6416,Media,7618.6,En observacion
1586,33,M,Unión libre,0,0,12828,120000,84781,Media,1282.8,En riesgo
1587,19,F,Divorciado,1,0,11993,30000,13183,Alta,2638.46,En observacion
1588,70,M,Divorciado,2,0,23536,120000,64442,Media,2353.6,En observacion
1589,46,M,Casado,4,0,15182,80000,33606,Alta,3340.04,En observacion
1590,36,F,Soltero,0,1,52092,15000,6167,Alta,11460.24,En observacion
1591,25,F,Casado,3,1,62563,15000,7276,Media,6256.3,En observacion
1592,42,M,Soltero,1,0,77458,30000,15186,Baja,2323.74,En observacion
1593,38,F,Casado,2,0,13851,120000,94587,Baja,415.53,En riesgo
1594,66,F,Unión libre,4,0,47106,50000,19809,Media,4710.6,En observacion
1595,33,M,Soltero,2,1,48625,50000,45904,Baja,1458.75,En riesgo
1596,69,M,Unión libre,2,0,35670,80000,15243,Baja,1070.1,En observacion
1597,29,M,Casado,1,1,51364,15000,11869,Media,5136.4,En riesgo
1598,36,F,Divorciado,3,0,13726,50000,15301,Media,1372.6,En observacion
1599,24,F,Unión libre,3,1,13313,80000,54276,Media,1331.3,En riesgo
1600,62,M,Soltero,0,0,54159,15000,4505,Media,5415.9,En observacion
1601,64,M,Casado,1,1,21479,120000,112958,Baja,644.37,En riesgo
1602,62,F,Casado,2,1,72428,80000,54771,Media,7242.8,En riesgo
1603,62,M,Casado,1,0,37724,15000,7204,Media,3772.4,En observacion
1604,27,M,Divorciado,4,0,9239,120000,88514,Media,923.9,En riesgo
1605,52,F,Soltero,3,0,69118,80000,28486,Media,6911.8,En observacion
1606,42,M,Unión libre,2,0,34853,30000,6924,Baja,1045.59,En observacion
1607,33,M,Divorciado,0,1,18522,30000,7442,Media,1852.2,En observacion
1608,49,F,Casado,0,0,10962,50000,312,Baja,328.86,En observacion
1609,46,M,Casado,3,0,41158,80000,52007,Baja,1234.74,En riesgo
1610,23,F,Unión libre,1,1,51487,15000,12190,Media,5148.7,En riesgo
1611,49,M,Soltero,3,1,52768,50000,29667,Media,5276.8,En observacion
1612,33,M,Divorciado,1,1,26071,120000,54122,Alta,5735.62,En observacion
1613,56,F,Casado,1,0,32617,30000,11184,Alta,7175.74,En observacion
1614,31,F,Unión libre,4,1,46223,15000,1654,Baja,1386.69,En observacion
1615,67,F,Casado,3,1,48429,30000,16929,Alta,10654.38,En observacion
1616,26,M,Casado,4,0,74184,15000,4828,Media,7418.4,En observacion
1617,35,M,Soltero,0,1,37606,120000,78769,Media,3760.6,En riesgo
1618,37,M,Divorciado,1,1,78294,30000,9952,Baja,2348.82,En observacion
1619,38,M,Soltero,2,0,26190,120000,1480,Media,2619.0,En observacion
1620,23,F,Soltero,3,1,79108,120000,40041,Baja,2373.24,En observacion
1621,57,F,Casado,2,1,22381,80000,51012,Media,2238.1,En riesgo
1622,46,M,Divorciado,1,0,20469,120000,84283,Media,2046.9,En riesgo
1623,42,M,Unión libre,1,1,76879,80000,31854,Media,7687.9,En observacion
1624,46,M,Casado,2,0,12023,15000,6819,Media,1202.3,En observacion
1625,45,F,Divorciado,4,0,57565,80000,34681,Baja,1726.95,En observacion
1626,31,F,Divorciado,3,1,21491,120000,68407,Baja,644.73,En observacion
1627,43,F,Casado,4,1,74624,30000,7444,Alta,16417.28,Saludable
1628,54,F,Soltero,2,1,37716,30000,28133,Baja,1131.48,En riesgo
1629,62,M,Soltero,1,1,56996,50000,41487,Baja,1709.88,En riesgo
1630,42,M,Casado,4,0,25015,120000,91089,Media,2501.5,En riesgo
1631,41,M,Soltero,3,0,51456,15000,12699,Baja,1543.68,En riesgo
1632,25,M,Divorciado,3,1,16327,30000,18907,Media,1632.7,En riesgo
1633,23,M,Soltero,1,0,19722,15000,12090,Alta,4338.84,En riesgo
1634,58,F,Casado,4,1,62202,120000,42840,Baja,1866.06,En observacion
1635,24,F,Soltero,1,1,27129,30000,29326,Alta,5968.38,En riesgo
1636,55,F,Soltero,4,0,70267,50000,16973,Baja,2108.01,En observacion
1637,19,M,Soltero,4,0,59878,15000,12414,Alta,13173.16,En riesgo
1638,18,F,Soltero,3,1,21405,15000,13893,Media,2140.5,En riesgo
1639,68,F,Soltero,0,1,39429,50000,17611,Media,3942.9,En observacion
1640,59,F,Soltero,3,0,29365,30000,12666,Media,2936.5,En observacion
1641,35,F,Unión libre,2,0,47938,30000,29272,Baja,1438.14,En riesgo
1642,20,M,Divorciado,3,0,12980,80000,12983,Media,1298.0,En observacion
1643,31,F,Casado,4,1,49515,15000,994,Alta,10893.3,Saludable
1644,57,M,Soltero,0,0,29734,30000,16618,Media,2973.4,En observacion
1645,29,M,Unión libre,4,1,59318,120000,77740,Media,5931.8,En riesgo
1646,58,M,Divorciado,0,1,47859,30000,24858,Baja,1435.77,En riesgo
1647,54,M,Soltero,2,0,30488,80000,78092,Media,3048.8,En riesgo
1648,68,F,Casado,2,1,51386,50000,24421,Media,5138.6,En observacion
1649,30,M,Soltero,1,1,73822,120000,3295,Alta,16240.84,Saludable
1650,23,M,Soltero,1,0,49572,120000,34532,Media,4957.2,En observacion
1651,34,M,Unión libre,0,1,21960,50000,49140,Media,2196.0,En riesgo
1652,41,F,Divorciado,1,1,55267,30000,28098,Media,5526.7,En riesgo
1653,67,M,Soltero,2,0,12043,30000,11955,Media,1204.3,En observacion
1654,27,M,Unión libre,3,1,31732,30000,24821,Media,3173.2,En riesgo
1655,59,F,Soltero,4,0,35033,15000,12233,Baja,1050.99,En riesgo
1656,23,F,Unión libre,0,0,25068,50000,13533,Media,2506.8,En observacion
1657,25,F,Divorciado,2,1,28020,30000,20165,Baja,840.6,En riesgo
1658,28,F,Unión libre,3,0,8369,120000,75332,Media,836.9,En riesgo
1659,64,F,Casado,3,0,39047,15000,4098,Alta,8590.34,Saludable
1660,33,F,Divorciado,2,1,24056,50000,10452,Media,2405.6,En observacion
1661,41,F,Casado,2,1,62168,120000,12173,Baja,1865.04,En observacion
1662,19,M,Soltero,0,1,9065,15000,13992,Alta,1994.3,En riesgo
1663,52,F,Casado,4,0,57068,30000,20668,Media,5706.8,En riesgo
1664,44,F,Casado,4,1,41668,80000,49200,Media,4166.8,En riesgo
1665,49,M,Divorciado,2,1,51208,50000,35142,Baja,1536.24,En riesgo
1666,46,F,Unión libre,2,0,74993,120000,117073,Media,7499.3,En riesgo
1667,39,M,Unión libre,4,0,25410,30000,16530,Media,2541.0,En observacion
1668,42,M,Unión libre,3,0,60905,30000,26844,Alta,13399.1,En riesgo
1669,21,F,Divorciado,2,1,22799,30000,15778,Media,2279.9,En observacion
1670,66,F,Casado,1,1,69561,80000,76465,Baja,2086.83,En riesgo
1671,27,M,Casado,1,0,37574,50000,14549,Media,3757.4,En observacion
1672,51,M,Divorciado,0,0,67740,50000,22690,Baja,2032.2,En observacion
1673,41,M,Casado,0,1,33127,80000,30334,Baja,993.81,En observacion
1674,30,M,Soltero,3,1,60275,80000,31028,Baja,1808.25,En observacion
1675,47,F,Casado,1,1,23008,120000,117818,Baja,690.24,En riesgo
1676,32,F,Divorciado,4,1,60699,30000,1811,Alta,13353.78,Saludable
1677,32,M,Soltero,4,0,19312,120000,45156,Baja,579.36,En observacion
1678,41,M,Divorciado,4,1,57789,15000,14126,Baja,1733.67,En riesgo
1679,70,M,Soltero,1,1,76635,30000,4883,Baja,2299.05,En observacion
1680,58,M,Soltero,1,0,21309,30000,28813,Baja,639.27,En riesgo
1681,45,M,Unión libre,1,1,10877,50000,35145,Media,1087.7,En riesgo
1682,62,M,Casado,1,1,8691,120000,41650,Media,869.1,En observacion
1683,42,F,Unión libre,2,1,8230,120000,53865,Media,823.0,En observacion
1684,24,F,Divorciado,1,0,32255,80000,77659,Media,3225.5,En riesgo
1685,36,M,Soltero,1,1,50693,80000,76613,Alta,11152.46,En riesgo
1686,30,F,Unión libre,0,0,19732,120000,118617,Media,1973.2,En riesgo
1687,64,M,Soltero,2,1,47814,30000,5250,Media,4781.4,En observacion
1688,40,F,Soltero,0,1,77171,50000,10571,Baja,2315.13,En observacion
1689,67,F,Unión libre,2,0,50220,50000,33367,Alta,11048.4,En riesgo
1690,46,F,Unión libre,0,0,24360,80000,22308,Alta,5359.2,Saludable
1691,48,F,Unión libre,0,1,65105,80000,7895,Alta,14323.1,Saludable
1692,32,M,Unión libre,0,0,35041,50000,29892,Media,3504.1,En observacion
1693,49,M,Unión libre,4,1,49522,80000,67913,Baja,1485.66,En riesgo
1694,45,M,Divorciado,0,0,79607,80000,69379,Media,7960.7,En riesgo
1695,50,M,Casado,2,1,49913,120000,43330,Baja,1497.39,En observacion
1696,28,M,Unión libre,4,1,77499,15000,12649,Alta,17049.78,En riesgo
1697,37,F,Casado,2,1,34899,15000,1045,Media,3489.9,En observacion
1698,22,F,Soltero,4,1,58184,15000,4069,Media,5818.4,En observacion
1699,25,M,Casado,2,1,17080,15000,4471,Media,1708.0,En observacion
1700,38,M,Unión libre,1,1,51968,120000,84624,Media,5196.8,En riesgo
1701,25,F,Unión libre,2,0,79024,120000,15418,Media,7902.4,En observacion
1702,59,M,Soltero,1,1,68934,80000,21650,Alta,15165.48,Saludable
1703,41,M,Casado,0,1,25416,80000,24845,Media,2541.6,En observacion
1704,22,F,Divorciado,1,1,75714,120000,114686,Media,7571.4,En riesgo
1705,70,F,Soltero,1,1,27705,50000,31719,Alta,6095.1,En riesgo
1706,42,F,Unión libre,2,1,18419,30000,20740,Baja,552.57,En riesgo
1707,62,F,Divorciado,3,0,75685,120000,90309,Alta,16650.7,En riesgo
1708,26,F,Divorciado,4,0,28996,120000,119459,Alta,6379.12,En riesgo
1709,61,M,Unión libre,0,1,61615,30000,20867,Media,6161.5,En riesgo
1710,46,F,Casado,2,1,32933,80000,68624,Media,3293.3,En riesgo
1711,22,M,Unión libre,1,1,61805,120000,14131,Media,6180.5,En observacion
1712,40,F,Unión libre,2,0,48210,80000,12962,Media,4821.0,En observacion
1713,53,F,Casado,4,0,64305,30000,24451,Baja,1929.15,En riesgo
1714,44,F,Divorciado,3,1,62127,30000,2273,Alta,13667.94,Saludable
1715,49,M,Soltero,3,1,67606,30000,17671,Baja,2028.18,En observacion
1716,39,F,Soltero,2,0,22460,15000,12270,Baja,673.8,En riesgo
1717,50,M,Soltero,2,1,43943,120000,32897,Media,4394.3,En observacion
1718,20,F,Unión libre,0,1,50711,50000,8402,Media,5071.1,En observacion
1719,47,F,Soltero,3,1,37169,80000,16859,Alta,8177.18,Saludable
1720,55,F,Divorciado,0,1,72265,15000,13571,Media,7226.5,En riesgo
1721,21,M,Divorciado,3,0,72316,80000,37416,Alta,15909.52,En observacion
1722,21,F,Casado,0,1,8217,120000,39653,Alta,1807.74,En observacion
1723,18,M,Unión libre,0,1,39915,120000,34171,Baja,1197.45,En observacion
1724,69,M,Casado,3,0,19979,120000,37078,Media,1997.9,En observacion
1725,55,M,Soltero,0,0,43315,50000,10532,Alta,9529.3,Saludable
1726,34,M,Unión libre,2,1,22774,80000,37613,Alta,5010.28,En observacion
1727,60,M,Unión libre,0,1,12816,80000,10881,Media,1281.6,En observacion
1728,26,F,Divorciado,4,0,35612,50000,10406,Baja,1068.36,En observacion
1729,29,M,Unión libre,2,0,23784,120000,96283,Media,2378.4,En riesgo
1730,54,F,Unión libre,2,0,24926,15000,1723,Media,2492.6,En observacion
1731,53,M,Unión libre,0,1,56752,30000,7214,Baja,1702.56,En observacion
1732,39,M,Divorciado,3,0,10392,15000,7053,Baja,311.76,En observacion
1733,42,M,Divorciado,0,0,43403,30000,22470,Media,4340.3,En riesgo
1734,66,M,Unión libre,2,1,21258,15000,10293,Alta,4676.76,En riesgo
1735,69,M,Divorciado,3,0,71108,50000,24952,Media,7110.8,En observacion
1736,33,F,Soltero,2,0,79579,80000,13098,Media,7957.9,En observacion
1737,58,F,Unión libre,1,1,19367,15000,3312,Baja,581.01,En observacion
1738,30,F,Divorciado,3,1,17183,15000,5319,Baja,515.49,En observacion
1739,20,F,Divorciado,0,1,22093,80000,46663,Baja,662.79,En observacion
1740,45,F,Divorciado,0,0,65242,30000,4506,Alta,14353.24,Saludable
1741,57,F,Divorciado,4,1,47985,80000,61789,Media,4798.5,En riesgo
1742,57,F,Soltero,1,0,32845,80000,47996,Baja,985.35,En observacion
1743,31,M,Unión libre,0,1,66534,50000,43732,Media,6653.4,En riesgo
1744,54,M,Unión libre,4,0,45389,50000,14230,Media,4538.9,En observacion
1745,54,M,Unión libre,1,0,13614,50000,26328,Media,1361.4,En observacion
1746,63,M,Soltero,0,0,49356,120000,53635,Alta,10858.32,En observacion
1747,38,F,Divorciado,1,0,33019,15000,8551,Media,3301.9,En observacion
1748,48,F,Unión libre,4,1,66640,80000,2315,Baja,1999.2,En observacion
1749,51,M,Divorciado,0,1,61113,50000,12563,Baja,1833.39,En observacion
1750,47,F,Casado,0,1,37205,15000,12935,Media,3720.5,En riesgo
1751,30,M,Soltero,2,0,9283,80000,1000,Baja,278.49,En observacion
1752,37,M,Divorciado,4,0,74920,80000,30506,Alta,16482.4,En observacion
1753,46,F,Divorciado,2,1,70610,120000,12522,Media,7061.0,En observacion
1754,23,M,Soltero,2,0,51113,15000,14581,Media,5111.3,En riesgo
1755,45,M,Divorciado,4,1,26810,30000,13049,Media,2681.0,En observacion
1756,66,F,Divorciado,2,1,49361,120000,58244,Media,4936.1,En observacion
1757,37,F,Soltero,2,1,35434,50000,30965,Alta,7795.48,En riesgo
1758,24,M,Unión libre,2,1,78983,80000,20291,Media,7898.3,En observacion
1759,41,F,Divorciado,0,0,49625,15000,14202,Media,4962.5,En riesgo
1760,68,M,Soltero,0,1,44807,15000,3466,Alta,9857.54,Saludable
1761,20,F,Divorciado,2,0,9410,30000,12964,Media,941.0,En observacion
1762,34,M,Soltero,2,1,46061,50000,37417,Media,4606.1,En riesgo
1763,63,F,Casado,1,0,15883,30000,3482,Media,1588.3,En observacion
1764,37,F,Casado,3,1,19910,80000,17367,Baja,597.3,En observacion
1765,56,F,Divorciado,4,1,32676,50000,15032,Baja,980.28,En observacion
1766,50,F,Unión libre,2,0,28742,15000,5514,Baja,862.26,En observacion
1767,50,M,Unión libre,4,0,20075,15000,6210,Media,2007.5,En observacion
1768,45,F,Soltero,2,0,27545,15000,6589,Baja,826.35,En observacion
1769,35,M,Divorciado,0,1,78822,50000,18315,Baja,2364.66,En observacion
1770,51,F,Casado,1,0,75561,80000,28711,Baja,2266.83,En observacion
1771,37,M,Divorciado,0,0,28621,80000,14402,Baja,858.63,En observacion
1772,40,M,Soltero,1,1,11182,120000,19143,Alta,2460.04,Saludable
1773,34,M,Unión libre,0,0,66032,80000,61347,Baja,1980.96,En riesgo
1774,61,F,Unión libre,3,1,47360,15000,12752,Baja,1420.8,En riesgo
1775,35,F,Unión libre,3,1,52954,120000,97003,Media,5295.4,En riesgo
1776,42,M,Divorciado,2,1,23285,120000,26570,Alta,5122.7,Saludable
1777,24,F,Casado,2,0,57525,30000,7837,Alta,12655.5,Saludable
1778,66,M,Soltero,4,1,45951,80000,13427,Baja,1378.53,En observacion
1779,45,F,Casado,2,1,39368,80000,17439,Media,3936.8,En observacion
1780,40,M,Divorciado,4,1,8224,15000,12474,Baja,246.72,En riesgo
1781,46,F,Casado,0,1,44686,80000,8862,Media,4468.6,En observacion
1782,48,M,Soltero,1,1,76770,50000,14819,Media,7677.0,En observacion
1783,66,F,Casado,3,1,69464,30000,19382,Baja,2083.92,En riesgo
1784,18,M,Casado,0,0,26648,80000,26036,Media,2664.8,En observacion
1785,46,F,Unión libre,4,0,23352,30000,17995,Media,2335.2,En observacion
1786,53,F,Soltero,4,0,77630,50000,15063,Baja,2328.9,En observacion
1787,60,M,Soltero,3,0,78548,50000,29137,Alta,17280.56,En observacion
1788,59,F,Casado,2,0,70896,50000,3774,Media,7089.6,En observacion
1789,60,M,Soltero,0,1,13073,50000,14902,Alta,2876.06,Saludable
1790,50,M,Casado,1,0,46182,15000,12332,Media,4618.2,En riesgo
1791,42,M,Casado,2,0,77663,120000,84697,Baja,2329.89,En riesgo
1792,41,M,Soltero,1,1,59582,120000,90018,Alta,13108.04,En riesgo
1793,52,M,Unión libre,2,0,27163,80000,74989,Baja,814.89,En riesgo
1794,37,F,Unión libre,1,0,58906,80000,47882,Media,5890.6,En observacion
1795,56,M,Unión libre,2,0,74346,30000,24341,Media,7434.6,En riesgo
1796,31,M,Casado,4,0,24718,30000,2749,Media,2471.8,En observacion
1797,49,M,Soltero,4,0,68158,80000,38304,Media,6815.8,En observacion
1798,26,M,Unión libre,1,0,44895,80000,70389,Baja,1346.85,En riesgo
1799,57,F,Casado,0,1,58328,30000,19297,Media,5832.8,En riesgo
1800,55,M,Divorciado,0,1,45469,80000,77606,Baja,1364.07,En riesgo
1801,57,F,Casado,1,0,19063,50000,26941,Alta,4193.86,En observacion
1802,70,M,Soltero,4,0,8141,80000,63058,Media,814.1,En riesgo
1803,43,M,Divorciado,3,0,29739,30000,19733,Baja,892.17,En riesgo
1804,46,M,Soltero,4,0,57686,30000,16866,Media,5768.6,En observacion
1805,30,F,Casado,4,0,74884,80000,15033,Baja,2246.52,En observacion
1806,65,F,Soltero,1,1,52490,120000,101027,Baja,1574.7,En riesgo
1807,48,F,Divorciado,3,1,21892,80000,71915,Media,2189.2,En riesgo
1808,46,M,Casado,2,0,11383,15000,6881,Baja,341.49,En observacion
1809,19,F,Divorciado,0,0,35663,120000,76040,Alta,7845.86,En riesgo
1810,26,M,Casado,1,0,78017,15000,8408,Media,7801.7,En observacion
1811,52,F,Soltero,3,0,26636,50000,21161,Alta,5859.92,En observacion
1812,60,M,Casado,3,1,71593,30000,14472,Baja,2147.79,En observacion
1813,26,M,Casado,2,0,45172,15000,347,Baja,1355.16,En observacion
1814,57,F,Casado,2,1,15186,30000,18934,Media,1518.6,En riesgo
1815,35,M,Unión libre,0,1,17855,120000,33067,Media,1785.5,En observacion
1816,33,M,Soltero,0,0,31671,15000,8468,Baja,950.13,En observacion
1817,38,F,Casado,0,1,57722,30000,21753,Baja,1731.66,En riesgo
1818,51,M,Soltero,4,0,75115,80000,76231,Baja,2253.45,En riesgo
1819,39,F,Soltero,0,0,71645,80000,68089,Media,7164.5,En riesgo
1820,58,F,Unión libre,0,0,76046,80000,4844,Media,7604.6,En observacion
1821,57,F,Casado,3,1,9330,15000,8418,Media,933.0,En observacion
1822,19,M,Divorciado,1,0,47042,50000,17496,Alta,10349.24,En observacion
1823,52,M,Soltero,1,0,40068,80000,49353,Baja,1202.04,En riesgo
1824,65,F,Divorciado,4,0,56527,50000,34426,Baja,1695.81,En riesgo
1825,50,F,Casado,0,0,73472,50000,30228,Media,7347.2,En riesgo
1826,35,M,Unión libre,1,1,19585,30000,19844,Media,1958.5,En riesgo
1827,22,M,Soltero,3,1,33180,30000,7064,Baja,995.4,En observacion
1828,37,F,Soltero,0,1,65704,120000,100565,Media,6570.4,En riesgo
1829,35,F,Casado,4,0,11644,120000,112123,Alta,2561.68,En riesgo
1830,22,F,Unión libre,0,1,43664,80000,20390,Media,4366.4,En observacion
1831,65,M,Unión libre,4,1,46226,15000,3409,Baja,1386.78,En observacion
1832,24,M,Casado,1,0,62863,30000,15322,Media,6286.3,En observacion
1833,43,F,Soltero,1,0,57919,15000,13643,Media,5791.9,En riesgo
1834,50,F,Casado,0,0,69313,30000,19197,Media,6931.3,En riesgo
1835,50,M,Soltero,0,1,67012,15000,5862,Alta,14742.64,En observacion
1836,65,M,Soltero,0,0,51988,15000,731,Baja,1559.64,En observacion
1837,48,M,Divorciado,0,1,39889,50000,13570,Media,3988.9,En observacion
1838,38,M,Unión libre,4,1,44811,80000,16835,Baja,1344.33,En observacion
1839,26,F,Divorciado,2,0,45025,120000,2189,Baja,1350.75,En observacion
1840,54,F,Soltero,0,1,36467,30000,15170,Media,3646.7,En observacion
1841,24,M,Divorciado,4,1,34282,50000,29015,Baja,1028.46,En observacion
1842,20,M,Soltero,1,0,29494,120000,102655,Media,2949.4,En riesgo
1843,52,F,Unión libre,4,1,68349,120000,70126,Alta,15036.78,En observacion
1844,24,M,Soltero,3,1,47864,80000,3168,Media,4786.4,En observacion
1845,33,F,Unión libre,0,1,18976,50000,10857,Baja,569.28,En observacion
1846,19,M,Unión libre,3,1,32318,50000,45124,Media,3231.8,En riesgo
1847,54,M,Divorciado,3,1,8554,50000,32488,Media,855.4,En riesgo
1848,64,M,Casado,3,1,39476,50000,23346,Alta,8684.72,En observacion
1849,56,M,Soltero,0,1,68526,50000,40571,Alta,15075.72,En riesgo
1850,48,F,Casado,3,0,8608,120000,61014,Alta,1893.76,En observacion
1851,60,F,Casado,2,0,35856,15000,11528,Baja,1075.68,En riesgo
1852,65,F,Divorciado,2,1,38267,30000,29278,Media,3826.7,En riesgo
1853,58,F,Casado,1,0,78990,50000,4601,Baja,2369.7,En observacion
1854,52,F,Soltero,4,1,22160,80000,10547,Media,2216.0,En observacion
1855,23,M,Casado,2,0,29198,30000,5130,Media,2919.8,En observacion
1856,35,F,Divorciado,0,0,58139,120000,40055,Baja,1744.17,En observacion
1857,42,F,Unión libre,3,0,55934,30000,28768,Media,5593.4,En riesgo
1858,37,M,Casado,4,0,14808,15000,7110,Alta,3257.76,En observacion
1859,34,M,Casado,2,0,38070,30000,15103,Media,3807.0,En observacion
1860,54,F,Casado,0,1,74119,50000,38021,Baja,2223.57,En riesgo
1861,37,M,Divorciado,4,0,15304,15000,255,Media,1530.4,En observacion
1862,31,M,Unión libre,4,1,52465,30000,19217,Media,5246.5,En riesgo
1863,27,M,Divorciado,4,1,43095,15000,3061,Media,4309.5,En observacion
1864,50,F,Casado,3,1,66089,120000,37837,Alta,14539.58,En observacion
1865,31,F,Casado,0,0,55496,50000,23393,Alta,12209.12,En observacion
1866,37,F,Unión libre,1,1,47186,50000,46389,Media,4718.6,En riesgo
1867,51,F,Soltero,3,0,9936,120000,105651,Baja,298.08,En riesgo
1868,47,M,Soltero,2,0,32087,50000,24713,Baja,962.61,En observacion
1869,38,M,Unión libre,0,1,40262,120000,16802,Media,4026.2,En observacion
1870,23,F,Casado,1,0,78734,120000,81178,Alta,17321.48,En riesgo
1871,47,F,Divorciado,2,1,67205,30000,3308,Alta,14785.1,Saludable
1872,23,F,Unión libre,3,1,74307,30000,4631,Media,7430.7,En observacion
1873,61,M,Casado,0,0,10055,120000,78413,Baja,301.65,En riesgo
1874,51,M,Divorciado,2,0,29226,15000,13398,Baja,876.78,En riesgo
1875,25,M,Divorciado,1,1,31729,120000,27173,Media,3172.9,En observacion
1876,49,M,Divorciado,1,1,35421,15000,7609,Baja,1062.63,En observacion
1877,20,F,Unión libre,4,0,27333,80000,1770,Alta,6013.26,Saludable
1878,29,M,Soltero,0,0,75638,15000,5393,Alta,16640.36,En observacion
1879,55,M,Unión libre,2,1,48525,80000,36087,Media,4852.5,En observacion
1880,48,F,Unión libre,1,1,16209,30000,1223,Baja,486.27,En observacion
1881,44,M,Soltero,1,0,67296,80000,26958,Baja,2018.88,En observacion
1882,61,M,Casado,0,1,19937,15000,10355,Media,1993.7,En riesgo
1883,38,F,Casado,3,1,77946,15000,5793,Media,7794.6,En observacion
1884,32,F,Divorciado,0,1,14008,50000,39951,Media,1400.8,En riesgo
1885,52,M,Casado,2,0,52196,50000,36117,Alta,11483.12,En riesgo
1886,38,M,Divorciado,4,1,61425,30000,20336,Media,6142.5,En riesgo
1887,46,F,Soltero,3,0,41555,120000,86557,Media,4155.5,En riesgo
1888,51,F,Unión libre,1,1,27940,30000,25738,Baja,838.2,En riesgo
1889,24,F,Soltero,1,1,67613,50000,33211,Baja,2028.39,En riesgo
1890,53,M,Soltero,0,1,49791,120000,57258,Alta,10954.02,En observacion
1891,19,M,Unión libre,0,0,58318,30000,26031,Alta,12829.96,En riesgo
1892,55,F,Casado,2,0,24708,50000,32217,Baja,741.24,En riesgo
1893,19,M,Unión libre,0,0,43294,15000,14292,Media,4329.4,En riesgo
